hour,0
0,58
1,14
2,48
3,78
4,1156
5,1477
6,1978
7,4078
8,4442
9,4779
10,6033
11,4535
12,4677
13,2160
14,1656
15,1292
16,3149
17,2237
18,548
19,179
20,107
21,67
22,39
23,24
